"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"2","2022-01-01T00:47:22.000","2022-01-01T00:57:05.000","1.0","1.31","1.0","N","234","79","1","8.0","0.5","0.5","2.36","0.0","0.3","14.16","2.5","0.0"
"1","2022-01-01T00:36:36.000","2022-01-01T00:44:14.000","1.0","1.3","1.0","N","234","246","1","7.0","3.0","0.5","1.0","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:45:52.000","2022-01-01T01:01:11.000","2.0","2.1","1.0","N","246","137","1","11.5","3.0","0.5","3.06","0.0","0.3","18.36","2.5","0.0"
"2","2022-01-01T00:05:26.000","2022-01-01T00:22:33.000","1.0","4.16","1.0","N","246","140","1","15.0","0.5","0.5","3.76","0.0","0.3","22.56","2.5","0.0"
"2","2022-01-01T00:24:24.000","2022-01-01T00:26:43.000","1.0","0.6","1.0","N","140","141","1","4.0","0.5","0.5","1.56","0.0","0.3","9.36","2.5","0.0"
"2","2022-01-01T00:33:00.000","2022-01-01T00:41:22.000","2.0","1.24","1.0","N","229","170","1","7.5","0.5","0.5","2.83","0.0","0.3","14.13","2.5","0.0"
"2","2022-01-01T00:45:02.000","2022-01-01T01:18:12.000","3.0","10.16","1.0","N","170","61","4","-32.5","-0.5","-0.5","0.0","0.0","-0.3","-36.3","-2.5","0.0"
"2","2022-01-01T00:45:02.000","2022-01-01T01:18:12.000","3.0","10.16","1.0","N","170","61","2","32.5","0.5","0.5","0.0","0.0","0.3","36.3","2.5","0.0"
"2","2021-12-31T23:52:28.000","2021-12-31T23:59:42.000","1.0","1.45","1.0","N","238","263","1","7.5","0.5","0.5","2.82","0.0","0.3","14.12","2.5","0.0"
"2","2022-01-01T00:19:39.000","2022-01-01T00:36:54.000","1.0","3.02","1.0","N","142","186","1","13.5","0.5","0.5","3.46","0.0","0.3","20.76","2.5","0.0"
"2","2022-01-01T00:38:57.000","2022-01-01T00:47:14.000","1.0","1.18","1.0","N","186","68","1","7.5","0.5","0.5","2.26","0.0","0.3","13.56","2.5","0.0"
"2","2022-01-01T00:12:33.000","2022-01-01T00:26:25.000","5.0","1.95","1.0","N","170","79","1","10.5","0.5","0.5","2.0","0.0","0.3","16.3","2.5","0.0"
"2","2022-01-01T00:28:45.000","2022-01-01T00:32:31.000","6.0","0.64","1.0","N","79","79","2","4.5","0.5","0.5","0.0","0.0","0.3","8.3","2.5","0.0"
"2","2022-01-01T00:43:11.000","2022-01-01T00:49:05.000","6.0","1.02","1.0","N","113","79","1","6.0","0.5","0.5","1.96","0.0","0.3","11.76","2.5","0.0"
"2","2022-01-01T00:52:39.000","2022-01-01T01:08:48.000","6.0","2.51","1.0","N","107","231","1","12.5","0.5","0.5","3.26","0.0","0.3","19.56","2.5","0.0"
"2","2022-01-01T00:13:16.000","2022-01-01T00:24:57.000","1.0","2.13","1.0","N","158","137","1","10.0","0.5","0.5","2.76","0.0","0.3","16.56","2.5","0.0"
"2","2022-01-01T00:33:23.000","2022-01-01T00:42:04.000","1.0","1.0","1.0","N","234","137","1","7.0","0.5","0.5","2.16","0.0","0.3","12.96","2.5","0.0"
"2","2022-01-01T00:51:44.000","2022-01-01T00:53:52.000","1.0","0.38","1.0","N","234","113","1","3.5","0.5","0.5","1.46","0.0","0.3","8.76","2.5","0.0"
"2","2022-01-01T00:56:49.000","2022-01-01T01:02:19.000","1.0","1.0","1.0","N","90","164","1","5.5","0.5","0.5","2.33","0.0","0.3","11.63","2.5","0.0"
"2","2022-01-01T00:15:58.000","2022-01-01T00:27:27.000","1.0","3.49","1.0","N","237","7","2","12.5","0.5","0.5","0.0","0.0","0.3","16.3","2.5","0.0"
"2","2022-01-01T00:43:16.000","2022-01-01T00:59:34.000","3.0","4.27","1.0","N","163","79","1","15.5","0.5","0.5","3.86","0.0","0.3","23.16","2.5","0.0"
"1","2022-01-01T00:40:22.000","2022-01-01T01:00:49.000","2.0","3.6","1.0","N","237","249","1","16.0","3.0","0.5","3.95","0.0","0.3","23.75","2.5","0.0"
"1","2022-01-01T00:37:57.000","2022-01-01T01:00:50.000","1.0","0.0","1.0","N","239","226","1","19.5","2.5","0.5","4.55","0.0","0.3","27.35","2.5","0.0"
"1","2022-01-01T00:15:00.000","2022-01-01T00:17:45.000","0.0","0.8","1.0","N","238","166","2","4.5","1.0","0.5","0.0","0.0","0.3","6.3","0.0","0.0"
"1","2022-01-01T00:20:26.000","2022-01-01T00:26:48.000","1.0","1.5","1.0","N","24","239","1","7.5","3.5","0.5","2.95","0.0","0.3","14.75","2.5","0.0"
"1","2022-01-01T00:33:17.000","2022-01-01T00:54:56.000","2.0","3.8","1.0","N","143","233","1","16.5","3.5","0.5","0.0","0.0","0.3","20.8","2.5","0.0"
"1","2022-01-01T00:40:28.000","2022-01-01T00:42:36.000","2.0","0.5","1.0","N","79","79","2","4.0","3.0","0.5","0.0","0.0","0.3","7.8","2.5","0.0"
"1","2022-01-01T00:19:07.000","2022-01-01T00:39:23.000","2.0","2.6","1.0","N","50","107","1","14.0","3.0","0.5","2.0","0.0","0.3","19.8","2.5","0.0"
"1","2022-01-01T00:40:48.000","2022-01-01T00:54:21.000","3.0","1.6","1.0","N","107","249","1","10.0","3.0","0.5","4.0","0.0","0.3","17.8","2.5","0.0"
"1","2022-01-01T00:58:31.000","2022-01-01T01:13:10.000","1.0","3.4","1.0","N","113","141","1","13.0","3.0","0.5","1.5","0.0","0.3","18.3","2.5","0.0"
"2","2022-01-01T00:25:52.000","2022-01-01T00:27:12.000","1.0","0.26","1.0","N","79","148","1","3.0","0.5","0.5","2.04","0.0","0.3","8.84","2.5","0.0"
"2","2022-01-01T00:29:57.000","2022-01-01T00:43:43.000","1.0","6.15","1.0","N","232","236","1","19.5","0.5","0.5","3.5","0.0","0.3","26.8","2.5","0.0"
"2","2022-01-01T00:50:45.000","2022-01-01T00:57:24.000","1.0","2.18","1.0","N","236","162","2","8.0","0.5","0.5","0.0","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:16:35.000","2022-01-01T00:25:46.000","2.0","1.3","1.0","N","114","231","1","8.0","3.0","0.5","0.0","0.0","0.3","11.8","2.5","0.0"
"1","2022-01-01T00:28:42.000","2022-01-01T01:03:09.000","2.0","6.2","1.0","N","231","237","2","26.0","3.0","0.5","0.0","0.0","0.3","29.8","2.5","0.0"
"2","2022-01-01T00:38:32.000","2022-01-01T00:54:08.000","1.0","9.11","1.0","N","70","49","1","26.0","0.5","0.5","6.82","0.0","0.3","34.12","0.0","0.0"
"1","2022-01-01T00:29:38.000","2022-01-01T01:17:01.000","1.0","24.6","1.0","N","132","241","1","68.5","1.75","0.5","15.5","6.55","0.3","93.1","0.0","1.25"
"2","2022-01-01T00:27:50.000","2022-01-01T00:52:04.000","1.0","3.71","1.0","N","163","148","1","17.5","0.5","0.5","5.32","0.0","0.3","26.62","2.5","0.0"
"2","2022-01-01T00:55:01.000","2022-01-01T01:07:11.000","1.0","2.73","1.0","N","79","66","1","11.5","0.5","0.5","3.06","0.0","0.3","18.36","2.5","0.0"
"1","2022-01-01T00:34:48.000","2022-01-01T00:49:47.000","1.0","7.3","1.0","Y","132","63","1","22.0","1.75","0.5","5.0","0.0","0.3","29.55","0.0","1.25"
"2","2022-01-01T00:16:15.000","2022-01-01T00:20:36.000","1.0","0.93","1.0","N","249","114","1","5.0","0.5","0.5","2.64","0.0","0.3","11.44","2.5","0.0"
"2","2022-01-01T00:25:10.000","2022-01-01T00:40:38.000","1.0","1.42","1.0","N","114","79","2","10.5","0.5","0.5","0.0","0.0","0.3","14.3","2.5","0.0"
"2","2022-01-01T00:26:10.000","2022-01-01T00:44:45.000","1.0","5.42","1.0","N","246","41","1","19.0","0.5","0.5","4.56","0.0","0.3","27.36","2.5","0.0"
"2","2022-01-01T00:52:58.000","2022-01-01T01:00:19.000","1.0","1.99","1.0","N","142","151","1","8.0","0.5","0.5","3.54","0.0","0.3","15.34","2.5","0.0"
"2","2022-01-01T00:25:29.000","2022-01-01T00:46:38.000","3.0","2.4","1.0","N","237","234","1","14.5","0.5","0.5","3.0","0.0","0.3","21.3","2.5","0.0"
"2","2022-01-01T00:04:52.000","2022-01-01T00:10:58.000","2.0","4.0","1.0","N","138","56","2","12.5","0.5","0.5","0.0","0.0","0.3","15.05","0.0","1.25"
"2","2022-01-01T00:21:09.000","2022-01-01T00:36:47.000","1.0","2.58","1.0","N","148","233","1","12.0","0.5","0.5","3.16","0.0","0.3","18.96","2.5","0.0"
"2","2022-01-01T00:50:40.000","2022-01-01T01:02:55.000","1.0","1.33","1.0","N","170","163","1","9.0","0.5","0.5","2.56","0.0","0.3","15.36","2.5","0.0"
"1","2022-01-01T00:28:04.000","2022-01-01T01:01:35.000","0.0","6.6","1.0","N","148","179","1","25.0","3.0","0.5","8.6","0.0","0.3","37.4","2.5","0.0"
"2","2022-01-01T00:26:47.000","2022-01-01T00:28:17.000","2.0","0.38","1.0","N","233","233","1","3.5","0.5","0.5","1.0","0.0","0.3","8.3","2.5","0.0"
"2","2022-01-01T00:21:07.000","2022-01-01T00:28:03.000","1.0","1.19","1.0","N","142","141","1","7.0","0.5","0.5","2.0","0.0","0.3","12.8","2.5","0.0"
"2","2022-01-01T00:36:06.000","2022-01-01T00:42:33.000","1.0","1.43","1.0","N","43","229","1","6.5","0.5","0.5","2.06","0.0","0.3","12.36","2.5","0.0"
"2","2022-01-01T00:20:43.000","2022-01-01T00:24:25.000","3.0","0.56","1.0","N","262","236","1","4.5","0.5","0.5","1.66","0.0","0.3","9.96","2.5","0.0"
"2","2022-01-01T00:31:50.000","2022-01-01T00:38:32.000","1.0","1.07","1.0","N","263","237","1","6.5","0.5","0.5","2.06","0.0","0.3","12.36","2.5","0.0"
"2","2022-01-01T00:43:43.000","2022-01-01T00:49:43.000","1.0","1.11","1.0","N","236","141","1","6.0","0.5","0.5","2.94","0.0","0.3","12.74","2.5","0.0"
"2","2022-01-01T00:26:37.000","2022-01-01T00:55:00.000","1.0","3.97","1.0","N","237","249","1","19.5","0.5","0.5","4.66","0.0","0.3","27.96","2.5","0.0"
"2","2022-01-01T00:16:11.000","2022-01-01T00:25:50.000","1.0","1.67","1.0","N","107","162","1","8.5","0.5","0.5","2.46","0.0","0.3","14.76","2.5","0.0"
"2","2022-01-01T00:48:46.000","2022-01-01T00:55:49.000","2.0","1.79","1.0","N","162","141","1","7.5","0.5","0.5","2.26","0.0","0.3","13.56","2.5","0.0"
"2","2022-01-01T00:04:01.000","2022-01-01T00:18:09.000","1.0","2.76","1.0","N","246","231","1","12.5","0.5","0.5","0.0","0.0","0.3","16.3","2.5","0.0"
"2","2022-01-01T00:21:38.000","2022-01-01T00:29:57.000","2.0","1.88","1.0","N","125","87","1","8.5","0.5","0.5","2.46","0.0","0.3","14.76","2.5","0.0"
"2","2022-01-01T00:45:23.000","2022-01-01T01:07:27.000","1.0","9.99","1.0","N","148","102","2","29.5","0.5","0.5","0.0","0.0","0.3","33.3","2.5","0.0"
"2","2022-01-01T00:26:03.000","2022-01-01T00:35:07.000","1.0","4.39","1.0","N","233","87","1","14.0","0.5","0.5","3.56","0.0","0.3","21.36","2.5","0.0"
"2","2022-01-01T00:51:58.000","2022-01-01T01:05:14.000","1.0","4.78","1.0","N","261","255","1","17.0","0.5","0.5","4.16","0.0","0.3","24.96","2.5","0.0"
"2","2022-01-01T00:15:15.000","2022-01-01T00:19:08.000","2.0","0.98","1.0","N","79","170","1","5.0","0.5","0.5","1.76","0.0","0.3","10.56","2.5","0.0"
"2","2022-01-01T00:32:25.000","2022-01-01T00:44:22.000","3.0","2.13","1.0","N","79","233","2","10.0","0.5","0.5","0.0","0.0","0.3","13.8","2.5","0.0"
"2","2022-01-01T00:53:58.000","2022-01-01T00:57:04.000","2.0","0.35","1.0","N","107","107","2","4.0","0.5","0.5","0.0","0.0","0.3","7.8","2.5","0.0"
"2","2022-01-01T00:21:20.000","2022-01-01T00:32:00.000","1.0","1.85","1.0","N","164","249","1","9.0","0.5","0.5","1.0","0.0","0.3","13.8","2.5","0.0"
"2","2022-01-01T00:34:54.000","2022-01-01T00:43:45.000","1.0","1.8","1.0","N","158","224","1","8.0","0.5","0.5","1.18","0.0","0.3","12.98","2.5","0.0"
